idx,subject,small_correct,small_entropy,small_energy,small_carbon,small_logits,large_correct,large_entropy,large_energy,large_carbon
18,professional_law,0,1.27734375,5.647259700747672,0.0008941494526183814,"[30.015625, 26.484375, 29.734375, 27.328125]",0,1.1953125,14.242098643400706,0.0022549989518717783
19,marketing,1,0.576171875,3.34782718210062,0.0005300726371659315,"[25.71875, 28.03125, 37.46875, 35.625]",1,9.98377799987793e-07,13.416463307667522,0.0021242733570473577
20,high_school_psychology,0,0.12103271484375,3.9645511087584313,0.0006277205922200848,"[26.328125, 26.4375, 26.609375, 31.890625]",0,0.9765625,11.883312134258448,0.0018815244212575875
21,high_school_us_history,1,0.002880096435546875,6.4868141941507345,0.0010270789140738661,"[25.421875, 34.0, 23.625, 21.765625]",1,1.0,13.94962441921234,0.0022086905330419536
22,professional_law,1,0.0007991790771484375,4.44957648797147,0.0007045162772621494,"[37.25, 25.84375, 26.375, 26.453125]",1,9.592622518539429e-08,13.206972511941567,0.0020911039810574145
23,prehistory,0,1.5556640625,6.459022051198718,0.001022678491439797,"[28.125, 30.484375, 28.921875, 29.65625]",0,0.56640625,13.646510318358118,0.0021606974670733687
24,high_school_psychology,1,2.4020671844482422e-05,4.921199904941022,0.0007791899849489951,"[30.546875, 30.78125, 31.421875, 45.75]",1,1.7136335372924805e-06,13.696428246693685,0.0021686011390598336
25,us_foreign_policy,1,0.5849609375,3.627376672876999,0.0005743346398721916,"[38.3125, 27.578125, 36.5, 26.640625]",1,0.01416015625,12.931832383538133,0.0020475401273935376
26,business_ethics,1,0.3798828125,4.335408645104617,0.0006864397021415644,"[33.5625, 36.09375, 23.515625, 25.015625]",0,8.940696716308594e-08,11.536913588901516,0.001826677984909407
27,high_school_us_history,1,0.0011882781982421875,5.626640490777792,0.0008908847443731503,"[33.28125, 23.375, 21.828125, 22.421875]",1,3.4086406230926514e-07,13.189761705284473,0.0020883789366700416
28,high_school_european_history,1,0.01444244384765625,5.0025538422837865,0.0007920710250282662,"[33.9375, 26.28125, 25.1875, 26.40625]",1,5.340576171875e-05,14.341073656982434,0.0022706699956888854
29,high_school_chemistry,0,0.39208984375,6.685644207468256,0.0010585603328491405,"[25.359375, 32.21875, 29.5, 27.0625]",1,3.123283386230469e-05,16.144896530318075,0.0025562752839670285
30,professional_law,1,0.002849578857421875,5.333818559071049,0.000844521271852916,"[25.6875, 35.25, 25.90625, 25.328125]",0,0.109375,13.167684850418784,0.0020848834346496405
31,college_physics,1,0.751953125,6.214180477013811,0.0009839119088605201,"[23.265625, 26.28125, 30.734375, 29.203125]",0,0.302734375,14.480431518615223,0.00229273499044741
32,high_school_psychology,1,0.004894256591796875,5.226038191335276,0.0008274560469614185,"[26.484375, 29.9375, 31.4375, 39.625]",1,0.251953125,14.02501030998739,0.0022206266324146704
33,high_school_macroeconomics,1,0.01299285888671875,4.608370032997801,0.0007296585885579851,"[26.890625, 30.0, 36.90625, 27.34375]",1,0.000438690185546875,14.68033905630978,0.0023243870172490484
34,moral_disputes,1,0.08026123046875,6.265891207855193,0.000992099441243739,"[29.484375, 30.640625, 26.59375, 35.65625]",0,1.0234375,15.270036712504925,0.0024177558128132795
35,high_school_computer_science,1,0.001987457275390625,4.86712591550313,0.0007706282699546621,"[26.796875, 27.734375, 29.1875, 38.3125]",1,0.000675201416015625,15.17387039930094,0.0024025294798893154
36,professional_medicine,0,1.009765625,4.144005872532726,0.0006561342631510149,"[31.703125, 29.84375, 27.421875, 29.4375]",1,0.00830078125,15.55023590185307,0.002462120684460069
37,elementary_mathematics,1,0.205810546875,4.132998956725002,0.0006543915014814586,"[26.9375, 36.78125, 23.75, 33.375]",0,1.4230608940124512e-06,13.206374273177238,0.002091009259919729
38,high_school_chemistry,0,0.00513458251953125,6.956006830871106,0.0011013677482212586,"[35.09375, 25.484375, 26.296875, 26.078125]",0,0.00180816650390625,14.93881675471645,0.0023653126528301043
39,high_school_mathematics,1,1.37109375,5.381808082330973,0.0008521196130357373,"[29.125, 27.9375, 27.25, 26.234375]",0,1.34375,13.237664721247429,0.002095963580864176
40,moral_scenarios,0,1.1318359375,5.070079094250687,0.0008027625232563588,"[22.171875, 29.5, 30.1875, 31.5]",0,0.00138092041015625,13.640820236280561,0.002159796537411089
41,moral_disputes,1,0.71875,4.912877273163759,0.0007778722349175952,"[33.375, 28.640625, 24.265625, 31.796875]",1,0.000152587890625,14.76531146283634,0.002337840981615754
42,virology,0,nan,5.246977260821809,0.0008307713996301198,"[29.453125, 31.828125, 33.25, 48.78125]",0,4.792213439941406e-05,14.639259242302737,0.0023178827133645994
43,professional_medicine,0,1.0654296875,4.00357060702052,0.0006338986794449156,"[32.34375, 31.5, 24.359375, 29.328125]",1,1.9431114196777344e-05,13.612587121597025,0.002155326294252862
44,college_biology,1,0.0004432201385498047,3.878345195735805,0.0006140713226581692,"[39.75, 28.890625, 26.625, 27.734375]",1,0.006072998046875,13.406385760799516,0.0021226777454599233
45,professional_psychology,1,0.7939453125,6.2523107960708435,0.0009899492093778835,"[36.1875, 37.34375, 26.921875, 25.734375]",0,7.934868335723877e-07,11.923457852622029,0.0018878808266651547
46,sociology,0,0.0020923614501953125,5.128699175166897,0.000812044036068092,"[28.703125, 38.5, 28.75, 28.171875]",1,4.649162292480469e-06,16.532997821907976,0.002617724655135429
47,virology,0,0.5732421875,5.2032443812927225,0.0008238470270380144,"[29.71875, 25.140625, 31.625, 23.515625]",1,0.037353515625,12.396794895327183,0.0019628258584268037
48,high_school_macroeconomics,1,4.291534423828125e-06,4.51629120943509,0.0007150794414938893,"[31.3125, 31.828125, 48.09375, 31.1875]",1,1.633167266845703e-05,13.275509210159381,0.0021019556249419016
49,high_school_government_and_politics,1,3.1054019927978516e-05,5.012375067074473,0.0007936260522867915,"[42.71875, 29.15625, 27.015625, 26.421875]",1,4.26173210144043e-06,13.479040462181903,0.0021341814065121345
50,security_studies,1,nan,3.9601791219115263,0.000627028360969325,"[30.515625, 31.6875, 52.5625, 35.46875]",1,2.7939677238464355e-07,15.153386526476437,0.0023992862000254355
51,human_aging,1,1.150390625,4.635592991434038,0.0007339688903103893,"[29.0, 28.78125, 30.703125, 26.828125]",0,0.6875,13.96119656633679,0.0022105227896699916
52,high_school_chemistry,1,0.00780487060546875,4.0182951045334345,0.0006362300582177939,"[28.078125, 26.734375, 36.03125, 27.1875]",1,0.0002231597900390625,12.692958346999252,0.002009718404941548
53,nutrition,1,0.1712646484375,5.515813176187996,0.0008733370862297661,"[37.46875, 33.65625, 31.296875, 25.78125]",0,0.000213623046875,14.987476814446197,0.0023730171622873145
54,college_medicine,1,2.390146255493164e-05,4.630926167311147,0.0007332299764909315,"[29.625, 28.09375, 30.0, 44.3125]",1,2.7567148208618164e-06,14.423712823472917,0.0022837545303832116
55,philosophy,1,nan,3.949809977274388,0.0006253865797351114,"[30.203125, 49.09375, 32.21875, 32.9375]",1,1.0967254638671875e-05,12.136390147276845,0.0019215951066521668
56,high_school_chemistry,1,0.31982421875,3.927748005755246,0.0006218934342445806,"[34.21875, 27.046875, 31.203125, 28.828125]",1,5.692243576049805e-06,13.238359839595855,0.0020960736412693436
57,moral_scenarios,0,0.39892578125,3.9699339546281847,0.0006285728761494624,"[26.671875, 29.21875, 31.859375, 22.609375]",0,0.048583984375,13.542009979560973,0.002144151580097154
58,high_school_european_history,1,0.58349609375,7.08616504810378,0.0011219761326164317,"[30.3125, 24.15625, 25.78125, 32.1875]",0,0.034912109375,15.768889560177923,0.002496740847028171
59,machine_learning,0,0.0027923583984375,3.901839053741656,0.0006177911835090955,"[28.578125, 27.09375, 41.09375, 32.6875]",0,1.519918441772461e-06,14.311606011303143,0.002266004285122997
60,moral_scenarios,0,1.2626953125,3.902428896674886,0.0006178845753068569,"[22.390625, 29.34375, 30.34375, 28.625]",0,0.0042724609375,13.497444327296689,0.0021370953518219755
61,world_religions,1,1.5676021575927734e-05,4.6612011536931,0.0007380235160014075,"[31.109375, 31.8125, 31.5, 46.75]",1,3.166496753692627e-07,13.363242338821292,0.0021158467036467045
62,high_school_macroeconomics,0,0.493896484375,4.561773722209036,0.000722280839349764,"[31.5, 29.171875, 26.703125, 22.078125]",1,0.875,13.543466296146157,0.0021443821635564746
63,conceptual_physics,1,1.0771484375,3.9707005310268144,0.0006286942507459123,"[29.828125, 29.90625, 22.609375, 26.03125]",1,0.0002803802490234375,11.91827671172563,0.0018870604793565578
64,electrical_engineering,0,0.30322265625,3.953328721435275,0.0006259437142272518,"[27.1875, 30.671875, 25.890625, 25.40625]",0,5.698204040527344e-05,12.883891666212586,0.0020399495138169925
65,medical_genetics,1,0.260498046875,3.8910015368717725,0.0006160752433380306,"[38.9375, 35.84375, 30.5625, 27.453125]",0,6.109476089477539e-06,13.788260239257943,0.0021831412045491745
66,moral_scenarios,0,1.2861328125,3.975331329175271,0.0006294274604527512,"[22.046875, 30.53125, 29.484375, 28.96875]",1,0.69140625,13.772196747435569,0.0021805978183439645
67,high_school_world_history,1,6.723403930664062e-05,5.231580264644698,0.0008283335419020772,"[26.265625, 24.46875, 39.46875, 25.90625]",1,1.245737075805664e-05,13.556807085426989,0.002146494455192607
68,marketing,1,0.00018858909606933594,3.9805280607817703,0.000630250276290447,"[25.84375, 27.4375, 26.296875, 39.3125]",1,0.0036163330078125,12.499164847860113,0.0019790344342445177
69,high_school_physics,0,0.489990234375,3.8824686706694784,0.000614724206189334,"[25.984375, 30.765625, 27.59375, 27.3125]",0,0.04638671875,10.731500525990501,0.001699154249948496
70,high_school_psychology,1,0.0009222030639648438,4.398687180418365,0.0006964588035662412,"[33.0, 31.84375, 28.671875, 42.96875]",1,1.3224780559539795e-07,10.95390941618476,0.0017343689908959202
71,world_religions,1,0.0013303756713867188,4.755042573059443,0.0007528817407344118,"[41.40625, 28.03125, 32.15625, 27.5625]",1,2.518296241760254e-06,12.510895909322114,0.001980891852309335
72,professional_medicine,0,1.3173828125,6.365468473898247,0.0010078658417005558,"[28.09375, 28.671875, 28.15625, 30.328125]",1,0.0133056640625,14.824278128473088,0.002347177370341572
73,high_school_geography,1,0.0005364418029785156,4.076338998042047,0.0006454203413566575,"[26.78125, 31.78125, 30.046875, 42.21875]",1,1.0728836059570312e-06,11.680353750895554,0.0018493893438917962
74,moral_disputes,1,0.03045654296875,5.48428350291215,0.0008683448879610902,"[36.65625, 27.25, 30.828125, 26.140625]",1,1.8067657947540283e-07,13.40466914466722,0.0021224059479056433
75,elementary_mathematics,1,0.0360107421875,5.025883511547001,0.0007957648893282751,"[26.3125, 24.71875, 34.5, 28.78125]",0,0.01409912109375,13.135457654681522,0.0020797807953245743
76,miscellaneous,1,5.602836608886719e-06,5.551897984370591,0.0008790505141920101,"[44.65625, 28.421875, 28.078125, 28.828125]",1,9.033828973770142e-08,11.37032332204034,0.0018003011926563872
77,prehistory,1,5.888938903808594e-05,3.9933792738448832,0.0006322850516921064,"[28.734375, 28.34375, 42.125, 27.453125]",1,8.726119995117188e-05,13.682790734395384,0.002166441866279269
78,elementary_mathematics,0,0.342041015625,3.946495617049747,0.0006248618060328765,"[30.484375, 33.5, 25.078125, 28.765625]",0,0.94921875,14.522734317021602,0.0022994329335284205
79,college_physics,0,1.5810546875,5.024441223041621,0.00079553652698159,"[26.015625, 30.09375, 29.84375, 29.390625]",1,0.0021209716796875,11.437464464199264,0.0018109318734982167
80,astronomy,1,0.19482421875,4.982996690165252,0.0007889744759428315,"[31.3125, 30.5625, 35.34375, 25.625]",1,0.01409912109375,13.082422547641677,0.002071383570043265
81,professional_psychology,0,0.26171875,3.916410609246542,0.0006200983464640359,"[24.875, 32.5, 29.328125, 25.765625]",0,0.09619140625,11.861641753828152,0.0018780932776894573
82,miscellaneous,1,nan,4.810766396150925,0.0007617046793905631,"[32.84375, 47.875, 30.890625, 29.453125]",1,0.000926971435546875,12.433221132500098,0.0019685933459791818
83,professional_medicine,1,0.05572509765625,6.6457912518698725,0.0010522502815460632,"[25.734375, 29.625, 25.53125, 34.75]",1,0.005828857421875,13.197993352197111,0.0020896822807645425
84,professional_psychology,0,0.95068359375,4.425822650132701,0.0007007552529376776,"[28.953125, 33.3125, 28.71875, 34.125]",0,3.6656856536865234e-06,12.160781554445624,0.0019254570794538905
85,college_medicine,1,1.2607421875,4.02960520517081,0.0006380208241520449,"[33.5, 32.8125, 31.515625, 25.578125]",0,0.60546875,15.826865837340709,0.002505920424245612
86,human_aging,1,0.053009033203125,4.073029030242934,0.0006448962631217978,"[24.78125, 35.34375, 30.203125, 25.8125]",0,1.0546875,12.920741262815428,0.002045784033279109
87,professional_law,1,1.0361328125,5.200649561990052,0.0008234361806484248,"[26.28125, 27.1875, 31.375, 30.75]",0,1.1015625,15.958451040931978,0.002526754748147563
88,nutrition,0,0.189208984375,3.826596507491544,0.0006058777803528278,"[29.15625, 35.46875, 27.125, 31.796875]",1,1.0234375,14.728055757828058,0.002331942161656109
89,moral_scenarios,0,0.8486328125,5.130912699459897,0.0008123945107478169,"[22.234375, 28.328125, 29.84375, 31.453125]",1,0.427734375,13.028228067688644,0.002062802777384035
90,professional_law,0,0.09820556640625,5.642176348914392,0.000893344588578112,"[25.234375, 33.0, 27.546875, 27.90625]",1,0.0016326904296875,13.960800185459664,0.0022104600293644467
91,nutrition,1,0.00027871131896972656,4.07106581337424,0.0006445854204509213,"[32.96875, 45.1875, 29.453125, 33.8125]",1,7.200241088867188e-05,14.702516400598922,0.0023278984300948292
92,sociology,0,0.113525390625,5.236713224618231,0.0008291462605645532,"[30.25, 34.875, 25.28125, 29.25]",1,0.0164794921875,11.917803597197556,0.0018869855695562798
93,high_school_statistics,0,0.6064453125,5.513777988328132,0.0008730148481519542,"[25.359375, 34.5, 24.71875, 32.75]",1,0.025390625,14.395203735388815,0.0022792405914365626
94,marketing,0,0.736328125,4.472978052057791,0.0007082215249091503,"[34.65625, 32.25, 28.15625, 36.3125]",1,1.519918441772461e-06,12.565900333270895,0.0019896008861012247
95,security_studies,1,5.602836608886719e-06,4.002566640843637,0.0006337397181335759,"[43.125, 27.140625, 26.28125, 26.546875]",1,2.6635825634002686e-07,12.7183665011907,0.002013741362688527
96,professional_law,0,0.52783203125,4.0598599137229225,0.0006428111530061294,"[25.671875, 27.1875, 31.328125, 28.859375]",0,1.0390625,15.957657421570271,0.0025266290917486263
97,professional_law,0,1.1201171875,6.544628497450613,0.0010362328454296803,"[25.640625, 27.25, 30.28125, 30.6875]",1,0.028564453125,13.486440265727698,0.002135353042073552
98,miscellaneous,1,1.296875,4.909616564204916,0.0007773559559991117,"[31.03125, 27.5, 28.5, 30.84375]",0,0.004486083984375,14.63509952538414,0.0023172240915191556
99,high_school_psychology,1,nan,5.743242226168514,0.0009093466858100146,"[29.09375, 47.90625, 30.921875, 31.578125]",1,3.632158041000366e-07,15.275784476026894,0.002418665875370925
100,professional_law,0,1.4462890625,7.56882965118469,0.0011983980281042425,"[25.734375, 29.953125, 31.21875, 30.8125]",1,0.40234375,17.353828384147494,0.0027476894941566867
101,moral_disputes,1,0.133544921875,4.0966447818093,0.0006486354237864725,"[28.515625, 36.5625, 40.53125, 29.3125]",0,0.0024871826171875,13.729089747164865,0.0021737725433011034
102,miscellaneous,1,0.0006184577941894531,4.130982649791986,0.0006540722528837311,"[27.90625, 40.375, 29.953125, 28.3125]",0,0.1435546875,15.516158394633324,0.002456725079150276
103,philosophy,1,0.19140625,4.236123624909669,0.0006707195739440309,"[33.53125, 26.5625, 37.1875, 31.046875]",1,1.1995434761047363e-06,14.323079529452137,0.0022678209254965885
104,high_school_statistics,1,0.78564453125,5.508164459199179,0.0008721260393732032,"[25.828125, 28.5, 28.953125, 31.1875]",1,0.0101318359375,13.055530395864041,0.0020671256460118065
105,high_school_macroeconomics,1,0.04547119140625,4.319401263887995,0.0006839052001155992,"[32.21875, 37.53125, 27.53125, 26.03125]",0,0.64453125,14.41241981126368,0.002281966470116749
106,machine_learning,1,0.08343505859375,5.5191673762747095,0.0008738681679101622,"[29.8125, 27.0, 30.34375, 35.53125]",0,1.140625,14.721780608402874,0.002330948596330455
107,sociology,1,0.708984375,4.166393305147067,0.0006596789399816189,"[27.046875, 32.34375, 27.484375, 33.84375]",1,0.00238037109375,12.290015925010666,0.0019459191881266884
108,moral_scenarios,0,1.2080078125,4.040895007082261,0.000639808376121358,"[31.890625, 32.21875, 29.75, 21.671875]",1,2.5987625122070312e-05,11.860600352576002,0.001877928389157867
109,philosophy,0,1.1611328125,3.9852062835674733,0.0006309909948981833,"[33.46875, 33.90625, 31.09375, 27.4375]",1,5.364418029785156e-07,12.48144135883823,0.001976228215149386
110,high_school_european_history,0,0.002239227294921875,6.055960679235868,0.0009588604408790125,"[28.640625, 30.046875, 26.890625, 39.0]",0,0.2890625,14.382115743946283,0.002277168326124828
111,college_medicine,1,1.4345703125,4.97790324710682,0.0007881680141252466,"[26.75, 32.3125, 32.03125, 30.984375]",0,0.02685546875,12.209529761118814,0.0019331755455104787
112,professional_psychology,1,0.0003542900085449219,4.112912594268098,0.0006512111607591156,"[27.28125, 39.40625, 28.1875, 26.40625]",1,4.410743713378906e-05,14.843152611695695,0.002350165830185152
113,moral_scenarios,1,0.47900390625,4.037372236669063,0.0006392506041392683,"[21.390625, 26.40625, 28.96875, 31.328125]",0,0.17578125,14.114626261370722,0.002234815824717031
114,college_computer_science,0,0.475341796875,5.267654063388705,0.0008340452267032117,"[23.515625, 25.234375, 29.09375, 26.265625]",0,0.2001953125,15.985949874157708,0.0025311087300749703
115,conceptual_physics,1,0.005588531494140625,4.711877721445945,0.000746047305895608,"[33.75, 24.09375, 24.5625, 25.3125]",1,0.00179290771484375,12.350458847497592,0.001955489317520452
116,high_school_us_history,1,0.00817108154296875,5.669121028664522,0.0008976108295385494,"[25.453125, 28.265625, 27.8125, 36.15625]",1,9.760260581970215e-07,13.61143725008145,0.002155144231262896
117,prehistory,1,nan,4.007612545574084,0.0006345386530492298,"[31.953125, 33.375, 50.125, 33.3125]",1,5.364418029785156e-07,12.229089188665151,0.001936272454871982
118,public_relations,1,0.53759765625,4.060467418148182,0.0006429073412067955,"[35.1875, 37.15625, 27.484375, 23.234375]",0,1.8849968910217285e-06,13.375091646303423,0.0021177228439980423
119,professional_law,1,1.86328125,6.25705998116297,0.0009907011636841369,"[30.0, 31.28125, 31.078125, 31.375]",1,0.001220703125,15.687562109772113,0.0024838640007139178
120,world_religions,1,nan,4.188500851434655,0.0006631793014771536,"[35.65625, 49.09375, 31.921875, 29.71875]",1,2.8014183044433594e-06,12.401078100998886,0.001963504032658157
121,high_school_macroeconomics,1,nan,4.0151301266485815,0.0006357289367193588,"[29.734375, 50.875, 34.0, 33.59375]",1,1.043081283569336e-05,15.30801470578617,0.00242376899508281
122,global_facts,0,1.46875,5.192014820613897,0.0008220690132638669,"[25.125, 27.421875, 28.15625, 26.515625]",0,1.0,14.27680287964735,0.002260493789277497
123,professional_psychology,0,0.267578125,4.119602581070736,0.0006522704086695332,"[29.75, 34.0, 28.796875, 37.09375]",0,0.01422119140625,12.296259740704981,0.0019469077922782887
124,moral_scenarios,1,0.125244140625,4.204093562385533,0.0006656481473777094,"[21.421875, 26.875, 27.78125, 32.3125]",0,0.76953125,12.06971399584785,0.0019110380493425764
125,human_sexuality,1,0.01007843017578125,4.232883508591913,0.0006702065555270529,"[28.328125, 31.78125, 25.03125, 38.90625]",1,2.738088369369507e-07,14.33779523103498,0.0022701509115805383
126,elementary_mathematics,1,0.861328125,5.424178389399313,0.0008588282449882245,"[22.59375, 29.5, 32.3125, 30.578125]",1,0.1572265625,14.852009699293411,0.0023515682023881232
127,moral_scenarios,1,0.94873046875,5.39258888715785,0.000853826573799993,"[23.796875, 31.046875, 31.625, 23.875]",1,0.060791015625,14.179549490357749,0.00224509533597331
128,professional_law,1,1.1552734375,6.039061749451328,0.0009561847769964602,"[29.078125, 31.46875, 24.015625, 30.59375]",0,4.4405460357666016e-06,17.904905215164646,0.0028349433257344025
129,philosophy,0,0.958984375,5.08217890983168,0.000804678327390016,"[26.984375, 30.125, 35.75, 36.3125]",0,0.0162353515625,12.874601344813593,0.002038478546262152
130,high_school_physics,0,0.359375,4.363214426027611,0.0006908422841210383,"[31.4375, 25.5, 27.640625, 34.125]",0,0.1953125,12.252469703725694,0.0019399743697565684
131,high_school_psychology,1,0.0633544921875,4.25803817694836,0.0006741893780168236,"[31.703125, 28.03125, 26.171875, 36.65625]",1,1.3969838619232178e-07,13.431090549984015,0.002126589337080802
132,high_school_macroeconomics,1,0.01354217529296875,4.262993968611117,0.0006749740450300935,"[29.484375, 26.390625, 36.9375, 29.34375]",0,0.055419921875,12.821607124601025,0.0020300877947284955
133,marketing,1,0.0053558349609375,4.162140156191308,0.0006590055247302904,"[38.59375, 27.8125, 26.140625, 30.703125]",0,1.2069940567016602e-06,12.881351356541737,0.002039547298119108
134,business_ethics,1,0.00202178955078125,4.227519636596552,0.0006693572757944541,"[22.515625, 34.15625, 25.25, 22.390625]",1,9.953975677490234e-06,11.761591412646231,0.0018622519736689867
135,high_school_statistics,1,0.3427734375,4.19384718677029,0.0006640258045719626,"[28.5625, 23.96875, 31.296875, 23.296875]",0,0.030517578125,13.444343075005648,0.002128687653542561
136,high_school_biology,1,9.840726852416992e-05,5.473491295228712,0.0008666361217445459,"[42.78125, 29.59375, 28.59375, 29.921875]",1,9.406358003616333e-08,11.947732001012191,0.0018917242334935969
137,elementary_mathematics,1,0.80615234375,4.251238287505694,0.0006731127288550681,"[30.828125, 25.125, 27.578125, 29.046875]",0,0.0002994537353515625,12.939419009466654,0.0020487413431655535
138,logical_fallacies,1,0.005428314208984375,4.162263311258517,0.0006590250242825984,"[29.921875, 29.53125, 38.3125, 25.046875]",1,4.6566128730773926e-07,13.309106369736604,0.0021072751752082954
139,college_physics,1,1.6181640625,5.397263993751724,0.0008545667990106897,"[28.046875, 29.078125, 27.671875, 27.109375]",0,0.9765625,12.483358147054911,0.001976531706617027
140,professional_law,1,0.04779052734375,7.016627120669,0.0011109659607725917,"[32.0, 25.546875, 24.5625, 25.953125]",1,1.7881393432617188e-05,14.853488824261975,0.0023518023971748126
141,logical_fallacies,1,0.0008697509765625,5.619676488207188,0.0008897821106328047,"[30.796875, 41.0625, 29.203125, 29.921875]",0,3.427267074584961e-07,13.903146407244728,0.0022013315144804152
142,medical_genetics,0,1.171875,4.1019710572552865,0.0006494787507320871,"[29.046875, 29.859375, 26.546875, 31.140625]",0,0.337890625,12.189662314275903,0.0019300298664270178
143,high_school_microeconomics,1,5.155801773071289e-05,5.614388732123189,0.0008889448825861715,"[28.359375, 27.703125, 28.015625, 42.03125]",1,1.0132789611816406e-05,14.54166198480688,0.0023024298142610895
144,professional_medicine,1,1.068359375,6.842949618585408,0.0010834670229426895,"[29.453125, 29.6875, 30.53125, 32.375]",1,0.0001239776611328125,12.823121198059992,0.002030327523026165
145,college_chemistry,1,0.00012373924255371094,4.182656956836581,0.0006622540181657919,"[28.296875, 44.21875, 28.96875, 32.3125]",0,0.05517578125,14.049992910049546,0.0022245822107578445
146,us_foreign_policy,1,0.02642822265625,4.813302157249768,0.00076210617489788,"[29.59375, 30.546875, 26.890625, 36.9375]",1,2.0675361156463623e-07,12.577946450778283,0.0019915081880398948
147,jurisprudence,1,1.076171875,4.297441244252492,0.0006804281970066446,"[30.8125, 27.234375, 32.0625, 33.28125]",0,0.83984375,12.2217233598552,0.0019351061986437402
148,professional_psychology,0,1.29296875,4.227478798571509,0.0006693508097738223,"[24.984375, 29.203125, 31.171875, 30.65625]",0,5.7697296142578125e-05,14.538536434330977,0.002301934935435738
149,college_medicine,0,1.1064453125,5.776076676652301,0.0009145454738032809,"[27.8125, 30.578125, 28.1875, 28.5625]",0,0.05908203125,12.233048233437351,0.0019368993036275803
150,professional_medicine,0,0.0082855224609375,5.351781376860105,0.0008473653846695165,"[26.359375, 35.46875, 25.734375, 27.828125]",1,1.203125,13.072485151645106,0.0020698101490104755
151,us_foreign_policy,1,6.145238876342773e-05,4.236859252229333,0.0006708360482696443,"[31.4375, 28.765625, 28.0, 44.15625]",1,0.0002651214599609375,13.58775911092758,0.0021513951925635337
152,moral_disputes,1,0.0008945465087890625,4.122848402406089,0.0006527843303809641,"[34.46875, 30.53125, 32.1875, 44.28125]",1,0.0036773681640625,11.423790779921692,0.001808766873487601
153,professional_law,1,0.578125,5.441030626310967,0.0008614965158325698,"[29.203125, 24.78125, 25.671875, 31.1875]",1,0.2412109375,13.642014279076829,0.0021599855941871644
